Instance ID,Truck ID,Depot,Shift,Start Time,End Time,Duration (min),Load (kg),Stops Count,Route Sequence
0,1,0,AM,07:20,09:55,155.3,30987.9,2,5420 -> 1475
0,1,9,AM,11:13,11:41,28.1,29940.0,1,5678
0,2,8,AM,08:37,10:29,112.9,34685.0,1,912
0,3,7,AM,01:45,14:21,755.6,20958.0,1,3846
0,3,0,PM,17:26,18:39,73.0,19960.0,1,5582
0,6,9,PM,22:21,23:34,72.9,34480.9,3,7660 -> 7461 -> 7526
0,6,0,INTER-FACTORY,23:34,23:34,0.0,36000.0,1,TRANSFER_FROM_0_TO_3
0,8,2,AM,07:28,10:45,198.0,33694.0,2,304 -> 318
0,9,7,AM,07:28,10:38,189.8,36427.0,1,7118
0,9,0,PM,18:17,19:49,91.4,10997.96,1,401
0,9,0,INTER-FACTORY,19:49,19:49,0.0,39700.0,1,TRANSFER_FROM_0_TO_3
0,10,0,PM,19:19,20:56,96.5,22455.0,2,643 -> 715
0,10,0,INTER-FACTORY,20:56,20:56,0.0,39700.0,1,TRANSFER_FROM_0_TO_3
0,11,6,PM,21:58,00:01,123.7,20600.091,4,7770 -> 1231 -> 1530 -> 5605
0,101,2,AM,04:17,13:49,572.3,35676.0,1,195
0,102,2,PM,02:09,09:03,414.0,29730.0,1,193
0,102,8,AM,07:28,08:38,70.9,15657.8,1,834
0,102,8,AM,09:05,10:01,55.5,31712.0,1,1661
0,102,8,AM,10:02,10:39,37.7,26757.0,1,1660
0,102,8,AM,10:40,12:55,134.1,29730.0,1,916
0,102,8,AM,12:56,13:57,61.7,23784.0,1,1659
0,102,2,AM,17:37,23:50,372.3,29730.0,1,239
0,102,8,PM,18:13,18:53,40.7,29730.0,1,812
0,102,8,PM,18:54,21:12,137.8,31315.6,1,914
0,102,8,PM,21:13,22:29,75.7,30721.0,1,1663
0,103,8,INTER-FACTORY,00:00,03:19,199.0,3247.0,1,TRANSFER_FROM_8_TO_1
0,103,2,INTER-FACTORY,03:19,07:19,240.6,39000.0,1,TRANSFER_FROM_2_TO_1
0,104,8,AM,06:56,09:35,159.1,35676.0,2,918 -> 856
0,104,2,INTER-FACTORY,09:35,13:35,240.6,39000.0,1,TRANSFER_FROM_2_TO_1
0,105,8,PM,17:13,18:09,55.7,30721.0,1,1657
0,105,2,INTER-FACTORY,18:09,22:09,240.6,39000.0,1,TRANSFER_FROM_2_TO_1
0,106,2,INTER-FACTORY,00:00,04:00,240.6,39000.0,1,TRANSFER_FROM_2_TO_1
0,107,2,INTER-FACTORY,00:00,04:00,240.6,39000.0,1,TRANSFER_FROM_2_TO_1
0,120,6,AM,07:24,10:50,205.7,30777.5,3,1375 -> 1712 -> 1766
0,120,6,AM,10:51,13:06,135.7,29925.199999999997,1,7169
0,120,6,PM,18:13,20:00,107.4,6384.673999999999,2,2040 -> 712
0,120,6,PM,20:45,22:30,104.8,34376.1,4,838 -> 585 -> 2079 -> 1102
0,121,11,AM,06:22,08:44,141.5,30752.0,1,4085
0,122,8,AM,07:14,08:27,72.3,32703.0,2,1664 -> 755
0,124,6,AM,07:12,09:54,162.5,23675.0,1,3822
0,125,6,PM,17:49,19:53,123.4,33618.5,3,1757 -> 5851 -> 1760
0,126,6,AM,06:37,09:29,172.4,28410.0,1,1727
0,126,6,PM,17:06,20:44,218.0,35039.0,2,1652 -> 1730
0,127,9,PM,18:45,20:08,83.7,25948.0,4,7638 -> 7641 -> 1002 -> 7678_onfly_part4
0,128,8,AM,08:52,09:14,22.0,32703.0,1,808
0,128,1,PM,20:35,21:58,83.5,29829.1,3,595 -> 617 -> 1523
0,129,7,PM,21:16,22:00,44.5,6137.700000000001,2,7213 -> 7362
0,131,6,AM,06:15,09:10,174.9,23201.5,2,3824 -> 2884
0,131,6,PM,17:19,20:05,165.6,23959.100000000002,3,7698 -> 2648 -> 2967
0,386,2,AM,04:58,11:25,387.7,29730.0,1,521
0,387,8,AM,07:50,10:07,137.6,35622.2,2,820_onfly_part4 -> 909
0,387,8,AM,11:10,12:56,106.1,39640.0,1,907
0,387,8,INTER-FACTORY,12:56,16:15,199.0,39700.0,1,TRANSFER_FROM_8_TO_1
0,387,2,INTER-FACTORY,16:15,20:16,240.6,39700.0,1,TRANSFER_FROM_2_TO_1
0,388,8,INTER-FACTORY,00:00,03:19,199.0,39700.0,1,TRANSFER_FROM_8_TO_1
0,388,2,INTER-FACTORY,03:19,07:19,240.6,39700.0,1,TRANSFER_FROM_2_TO_1
