Instance ID,Truck ID,Depot,Shift,Start Time,End Time,Duration (min),Load (kg),Stops Count,Route Sequence
0,1,9,AM,07:19,07:47,28.1,30360.0,1,5678
0,1,0,PM,17:35,18:31,56.2,7893.6,1,1253
0,2,2,AM,04:17,13:49,572.3,34560.0,1,195
0,3,7,AM,01:45,14:21,755.6,21252.0,1,3846
0,5,2,AM,07:59,10:19,140.0,31680.0,2,353 -> 1935
0,6,0,AM,08:22,09:38,75.8,32991.2,3,544 -> 3848 -> 1197
0,6,9,PM,22:21,23:08,47.1,30916.6,3,5520 -> 7526 -> 7461
0,6,0,INTER-FACTORY,23:08,23:08,0.0,36000.0,1,TRANSFER_FROM_0_TO_3
0,9,7,AM,09:38,12:48,189.8,36938.0,1,7118
0,9,0,INTER-FACTORY,12:48,12:48,0.0,39700.0,1,TRANSFER_FROM_0_TO_3
0,10,9,PM,18:25,18:41,16.8,25300.0,1,5690
0,10,0,INTER-FACTORY,18:41,18:41,0.0,39700.0,1,TRANSFER_FROM_0_TO_3
0,11,6,AM,10:10,11:17,66.8,15017.6,2,2716 -> 54
0,101,2,AM,07:28,10:45,198.0,32640.0,2,304 -> 318
0,102,8,AM,00:03,02:12,128.3,30720.0,1,909
0,102,8,PM,00:26,02:07,100.2,28800.0,1,760
0,102,2,PM,04:05,06:15,129.2,31680.0,1,452
0,102,8,PM,09:55,12:15,140.0,31680.0,1,915
0,102,2,AM,10:17,18:29,492.2,28800.0,1,26
0,102,8,PM,18:35,19:31,55.5,30720.0,1,1661
0,102,8,AM,22:09,00:02,112.9,33600.0,1,912
0,103,8,AM,07:50,08:16,26.9,38592.0,1,820
0,103,2,INTER-FACTORY,08:16,12:17,240.6,39000.0,1,TRANSFER_FROM_2_TO_1
0,104,2,INTER-FACTORY,00:00,04:00,240.6,39000.0,1,TRANSFER_FROM_2_TO_1
0,105,2,AM,08:01,11:13,192.2,19392.0,2,296 -> 297
0,105,2,INTER-FACTORY,11:13,15:13,240.6,39000.0,1,TRANSFER_FROM_2_TO_1
0,106,2,INTER-FACTORY,00:00,04:00,240.6,39000.0,1,TRANSFER_FROM_2_TO_1
0,107,2,INTER-FACTORY,00:00,04:00,240.6,39000.0,1,TRANSFER_FROM_2_TO_1
0,120,6,AM,07:39,10:27,167.1,29146.0,1,1731
0,120,6,PM,18:13,21:41,208.2,31163.496,4,2040 -> 2607 -> 712 -> 1732
0,121,11,AM,06:22,08:44,141.5,30411.0,1,4085
0,123,2,AM,07:47,13:14,326.6,36480.0,4,19 -> 6 -> 71 -> 42
0,124,6,AM,06:42,09:31,169.0,33592.0,2,3832 -> 3015
0,124,6,PM,16:11,19:47,215.8,29640.0,2,3824 -> 3827
0,126,6,PM,20:42,22:08,85.9,34580.0,3,1639 -> 585 -> 2079
0,127,9,AM,09:56,10:10,14.3,10120.0,1,7673
0,127,7,AM,10:36,11:26,50.2,19734.0,1,5588
0,127,9,PM,18:45,19:29,43.9,26312.0,2,7613 -> 7641
0,128,1,PM,20:35,21:53,77.9,33312.0,4,551 -> 595 -> 1523 -> 1521
0,129,7,PM,21:16,22:34,78.1,26463.8,3,7213 -> 7362 -> 3851
0,130,5,AM,07:57,08:09,12.3,1569.6,1,7710
0,130,5,AM,08:50,09:16,25.0,4905.0,1,342
0,130,11,AM,09:39,09:57,17.9,14715.0,1,1501
0,131,6,AM,06:50,11:08,257.4,26083.199999999997,3,3826 -> 3829 -> 279
