Instance ID,Truck ID,Depot,Shift,Start Time,End Time,Duration (min),Load (kg),Stops Count,Route Sequence
0,1,0,AM,07:20,10:24,184.2,35424.84,3,1480 -> 1475 -> 5699
0,1,9,AM,11:04,11:32,28.1,31020.0,1,5678
0,1,7,PM,17:09,19:57,168.7,31020.0,1,5697
0,1,7,PM,19:58,21:56,117.3,31020.0,1,7245
0,3,7,AM,01:45,14:38,772.4,34639.0,2,3846 -> 7131
0,5,2,AM,08:34,11:51,196.6,26805.999999999996,2,277 -> 1526
0,6,9,PM,22:21,22:51,30.3,22748.0,2,7529 -> 7673
0,6,0,INTER-FACTORY,22:51,22:51,0.0,36000.0,1,TRANSFER_FROM_0_TO_3
0,9,0,INTER-FACTORY,00:00,00:00,0.0,39700.0,1,TRANSFER_FROM_0_TO_3
0,10,0,AM,08:27,09:39,72.7,5170.0,1,409
0,10,0,PM,19:20,20:50,89.9,26160.2,2,5515 -> 715
0,10,0,INTER-FACTORY,20:50,20:50,0.0,39700.0,1,TRANSFER_FROM_0_TO_3
0,11,6,PM,21:58,23:08,70.6,9651.5,1,1530
0,102,8,PM,00:03,01:19,75.7,31960.999999999996,1,1663
0,102,8,PM,01:20,02:55,95.7,28867.999999999996,1,1071
0,102,8,PM,02:56,03:58,61.7,24743.999999999996,1,1659
0,102,2,AM,06:54,10:12,197.7,30929.999999999996,1,476
0,102,2,PM,07:38,09:47,129.2,34023.0,1,452
0,102,2,AM,10:13,18:25,492.2,30929.999999999996,1,26
0,102,2,PM,16:44,20:23,218.9,32463.99999999999,2,280 -> 358_onfly_part5
0,102,2,AM,18:26,01:20,414.0,30929.999999999996,1,193
0,103,2,INTER-FACTORY,00:00,04:00,240.6,39000.0,1,TRANSFER_FROM_2_TO_1
0,104,8,AM,06:56,10:14,198.0,35569.5,2,918 -> 866
0,104,8,PM,17:13,20:07,174.3,37512.0,3,907_onfly_part1 -> 907_onfly_part2 -> 920_onfly_part3
0,104,2,INTER-FACTORY,20:07,00:08,240.6,39000.0,1,TRANSFER_FROM_2_TO_1
0,105,2,AM,06:49,10:32,222.6,37528.399999999994,2,285 -> 318
0,105,8,PM,17:13,19:20,126.5,28352.499999999996,1,908
0,105,2,INTER-FACTORY,19:20,23:20,240.6,39000.0,1,TRANSFER_FROM_2_TO_1
0,106,8,PM,17:10,19:38,148.2,37751.0,2,915 -> 907_onfly_part4
0,106,2,INTER-FACTORY,19:38,23:39,240.6,39000.0,1,TRANSFER_FROM_2_TO_1
0,107,2,INTER-FACTORY,00:00,04:00,240.6,39000.0,1,TRANSFER_FROM_2_TO_1
0,120,6,AM,07:09,10:06,176.2,26168.5,2,1712 -> 1766
0,120,6,AM,10:07,12:51,164.3,33332.5,1,1695
0,120,6,PM,19:51,22:15,144.3,29352.5,1,3607
0,121,10,AM,06:40,10:26,226.8,30426.4,1,3103
0,122,8,AM,07:14,08:21,66.8,36394.299999999996,3,1664 -> 1525 -> 716
0,123,2,AM,06:50,12:06,315.7,36084.99999999999,3,2 -> 19 -> 34
0,124,6,AM,05:08,07:58,170.7,36317.5,1,1791
0,124,6,PM,16:11,21:05,294.7,35322.5,2,3839 -> 1651
0,125,6,AM,07:24,10:14,170.2,28656.0,4,1631 -> 1375 -> 3484 -> 1760
0,125,6,PM,17:49,19:29,99.3,30049.0,2,3582 -> 5851
